failedPasswords,failedCodes,requestsPerMinute,mouseMovements,keystrokeAvgMs,isProxy,isHosting,hasSuspiciousUA,isOffHoursIST,previousBlocks,timeOnPageSeconds,scrollEvents,pageViews,isAttacker,scenario
0,0,2,13,217.9,False,False,False,False,0,21.4,2,2,0,mobile_legit
0,0,3,15,342.4,False,False,False,False,0,41.8,6,1,0,mobile_legit
5,4,9,99,160.1,False,False,False,True,0,12.6,7,2,1,careful_human_attacker
3,0,12,0,66.3,False,False,False,True,1,0.8,0,2,1,credential_stuffing_bot
7,0,3,2,26.1,False,False,True,False,2,3.6,0,1,1,credential_stuffing_bot
3,3,17,7,146.4,True,False,False,False,1,1.2,2,6,1,repeat_offender
1,0,5,207,232.3,False,False,False,False,0,16.5,10,1,0,casual_legit
6,1,20,0,18.6,False,False,True,False,1,1.4,0,1,1,credential_stuffing_bot
0,0,2,168,220.4,False,False,False,False,0,10.5,2,4,0,casual_legit
2,1,19,2,64.6,True,False,True,True,2,2.8,0,2,1,repeat_offender
0,1,26,1,15.0,False,True,True,False,0,1.7,0,14,1,scraper_bot
1,0,3,80,189.2,True,False,False,False,0,8.2,18,1,0,legit_password_typo
0,0,17,7,107.7,False,True,True,False,1,7.2,1,2,1,repeat_offender
1,0,1,132,285.1,False,False,False,False,0,88.7,13,2,0,casual_legit
0,0,2,51,170.9,False,False,False,False,0,80.5,7,3,0,casual_legit
0,0,2,23,269.9,False,False,False,False,0,38.2,6,3,0,mobile_legit
0,0,2,143,227.6,False,False,False,True,0,41.4,12,3,0,casual_legit
10,1,3,58,220.9,True,False,False,True,1,18.1,7,3,1,careful_human_attacker
1,1,15,5,,True,False,False,False,1,1.6,2,6,1,repeat_offender
1,0,3,241,259.5,False,False,False,True,0,28.6,14,1,1,legit_password_typo
0,0,0,45,196.1,False,False,False,False,0,46.1,5,1,0,mobile_legit
0,0,0,192,255.3,False,False,False,False,0,47.6,8,1,1,casual_legit
0,0,60,0,53.0,True,True,True,False,1,1.8,0,10,1,scraper_bot
1,1,4,21,283.9,False,False,False,False,0,48.3,4,1,0,mobile_legit
3,1,14,8,112.8,True,True,False,True,2,15.9,4,8,1,repeat_offender
1,0,4,1,344.4,False,False,False,False,0,33.5,3,2,0,mobile_legit
2,0,0,5,,True,False,False,False,2,2.3,2,4,1,repeat_offender
0,0,2,241,232.2,True,False,False,False,0,9.1,8,3,0,casual_legit
1,0,5,132,237.9,False,False,False,False,0,150.8,9,4,0,legit_password_typo
0,1,0,32,290.8,False,False,False,False,0,57.4,7,2,0,mobile_legit
0,0,1,213,229.0,False,False,False,True,0,12.6,9,2,1,casual_legit
1,0,3,199,187.5,False,False,False,False,0,27.3,12,3,0,casual_legit
1,0,5,285,179.0,True,False,False,False,0,61.8,9,2,0,legit_password_typo
1,1,26,1,40.8,False,True,True,False,2,8.6,0,13,1,scraper_bot
0,0,0,0,299.0,False,False,False,False,0,57.2,7,3,0,mobile_legit
1,0,2,79,149.4,False,False,False,True,0,41.7,5,3,0,legit_password_typo
2,1,29,0,,False,False,True,True,3,0.6,0,2,1,credential_stuffing_bot
0,0,16,0,,False,True,True,True,1,0.4,0,14,1,scraper_bot
0,0,49,0,,False,True,False,False,0,1.3,1,15,0,scraper_bot
0,0,40,0,48.7,True,True,True,False,0,6.4,0,15,1,scraper_bot
0,0,5,191,226.9,False,False,False,False,0,92.5,12,3,0,casual_legit
0,0,4,161,196.6,False,False,False,False,0,26.3,10,3,0,casual_legit
0,0,5,139,158.7,False,False,False,False,0,61.4,9,1,0,casual_legit
1,1,22,0,35.6,False,True,True,False,1,4.0,1,1,1,credential_stuffing_bot
6,1,28,1,18.1,True,False,False,False,2,0.4,0,1,1,credential_stuffing_bot
1,0,37,1,,False,True,True,False,1,1.3,0,12,1,scraper_bot
0,0,3,139,255.7,False,False,False,False,0,92.0,9,2,0,casual_legit
0,0,4,379,220.8,False,False,False,False,0,14.2,5,2,0,casual_legit
0,0,4,162,200.7,False,False,False,False,0,90.8,9,3,0,casual_legit
1,0,6,190,293.8,False,False,False,False,0,15.9,13,5,0,casual_legit
0,0,35,1,15.0,False,True,True,False,1,2.0,0,19,1,scraper_bot
1,0,6,192,241.6,False,False,False,False,0,10.2,9,3,0,legit_on_vpn
1,0,6,211,153.7,False,False,False,False,0,15.3,10,1,0,legit_password_typo
0,0,3,207,236.0,False,False,False,True,0,5.9,6,3,0,casual_legit
1,0,3,159,254.0,True,False,False,False,0,35.5,10,4,0,casual_legit
0,0,3,270,313.1,False,False,False,False,0,211.3,13,4,0,casual_legit
1,0,56,0,,False,True,True,False,0,2.3,1,15,1,scraper_bot
0,0,7,1,,False,False,True,True,0,4.1,0,15,1,scraper_bot
0,1,3,169,173.7,True,False,True,False,0,11.4,9,1,0,legit_on_vpn
6,1,22,0,,False,False,True,False,0,0.4,0,4,1,credential_stuffing_bot
0,0,2,0,254.2,False,False,False,False,0,40.2,8,3,0,mobile_legit
1,0,39,2,,False,True,True,False,2,2.9,0,9,1,scraper_bot
1,0,7,144,236.0,False,False,False,False,0,13.5,13,4,0,legit_password_typo
0,0,4,214,185.4,False,False,False,False,0,105.1,8,3,0,casual_legit
1,0,23,5,130.0,True,True,False,False,1,7.4,1,4,1,repeat_offender
1,0,1,9,312.4,False,False,False,True,0,49.7,3,1,0,mobile_legit
0,1,5,157,214.1,False,False,False,False,0,10.9,16,2,0,casual_legit
0,0,4,154,233.5,False,False,False,False,0,7.8,10,1,0,casual_legit
0,0,1,285,249.6,False,False,False,False,1,39.2,10,2,0,casual_legit
2,2,10,5,64.7,True,False,False,True,2,8.8,1,2,1,repeat_offender
1,0,40,2,64.7,False,True,True,False,2,0.4,1,14,1,scraper_bot
1,0,1,311,204.4,False,False,False,False,0,5.1,9,2,0,casual_legit
0,0,3,109,108.9,False,False,False,False,0,45.1,12,1,0,legit_password_typo
3,1,27,1,50.7,False,False,True,True,0,1.3,0,1,1,credential_stuffing_bot
4,1,6,137,265.3,False,False,False,True,1,86.4,6,7,1,careful_human_attacker
1,0,1,11,313.5,False,False,False,False,0,9.1,8,2,0,mobile_legit
0,0,2,140,195.9,True,False,False,False,0,12.7,2,1,0,legit_on_vpn
0,0,3,0,273.9,False,False,False,False,0,13.2,3,1,0,mobile_legit
0,0,3,17,301.8,False,False,False,False,0,8.6,2,2,0,mobile_legit
0,0,4,47,311.8,False,False,False,True,0,22.3,14,2,0,casual_legit
0,0,49,0,41.9,True,True,False,False,2,1.0,0,22,1,scraper_bot
1,0,20,13,,True,True,True,True,1,6.5,2,5,1,repeat_offender
0,0,35,1,,False,True,False,False,0,3.9,0,13,1,scraper_bot
4,1,24,0,41.6,False,True,False,False,1,1.6,0,1,1,credential_stuffing_bot
0,0,1,0,251.3,False,False,False,False,0,52.0,8,1,0,mobile_legit
5,6,10,99,169.7,False,False,False,False,0,66.3,3,2,1,careful_human_attacker
1,0,5,76,262.1,True,False,False,False,1,98.5,13,2,0,legit_on_vpn
1,0,2,0,321.1,False,False,False,False,0,62.6,11,2,0,mobile_legit
0,0,1,0,276.6,False,False,False,False,0,9.6,8,1,1,mobile_legit
4,3,4,266,236.7,False,False,False,True,0,8.7,6,1,1,careful_human_attacker
1,0,4,230,230.7,False,False,True,False,0,14.9,14,2,0,casual_legit
0,0,4,19,192.5,False,True,False,False,0,35.4,4,3,0,mobile_legit
0,0,5,149,229.2,False,False,False,True,0,7.2,10,2,0,casual_legit
0,1,18,0,,True,True,False,False,1,1.3,0,14,1,scraper_bot
5,0,8,10,92.0,True,False,False,False,1,4.3,2,3,1,repeat_offender
0,0,4,231,290.6,False,False,False,False,0,19.0,8,3,0,casual_legit
0,0,4,134,,False,False,False,False,0,32.0,15,3,0,legit_password_typo
3,0,36,0,35.9,True,True,True,False,1,2.0,0,1,1,credential_stuffing_bot
5,3,6,163,263.6,True,False,False,False,0,78.9,11,6,1,careful_human_attacker
0,0,1,221,205.7,False,False,False,False,0,25.2,9,3,0,casual_legit
3,0,3,260,284.7,False,False,False,False,0,59.8,6,2,0,legit_password_typo
0,0,29,1,,False,True,True,True,1,2.6,2,16,1,scraper_bot
0,0,3,217,228.0,False,False,False,False,0,62.2,9,2,0,casual_legit
0,0,4,97,201.9,True,False,False,True,0,58.3,4,1,0,legit_on_vpn
3,2,11,1,,True,True,False,False,0,0.3,1,1,1,credential_stuffing_bot
2,0,7,0,54.3,True,True,False,False,1,1.3,0,1,1,credential_stuffing_bot
6,4,6,267,143.5,True,False,False,True,0,30.9,4,5,1,careful_human_attacker
0,0,5,178,218.9,False,False,False,False,0,13.5,15,1,0,casual_legit
2,0,10,1,,True,False,True,False,0,1.1,0,1,0,credential_stuffing_bot
1,0,2,239,263.4,False,False,False,False,0,34.6,8,3,0,casual_legit
1,0,3,259,207.6,False,False,False,False,0,137.5,10,2,0,legit_password_typo
0,0,1,94,270.9,False,False,False,False,0,15.6,11,1,0,casual_legit
0,0,0,240,217.6,False,False,False,False,0,6.1,12,3,0,casual_legit
0,0,13,0,,False,True,True,True,0,5.8,0,18,1,scraper_bot
1,1,17,7,,False,True,False,False,2,4.6,1,3,1,repeat_offender
1,0,1,0,375.2,False,False,False,False,0,13.4,3,1,0,mobile_legit
0,0,1,16,257.2,False,False,True,False,0,8.4,6,1,0,mobile_legit
1,0,2,117,192.1,False,False,False,False,0,16.5,7,3,0,casual_legit
0,0,2,81,,False,False,False,False,0,15.6,11,2,0,casual_legit
0,0,5,68,231.5,False,False,False,False,0,50.0,10,1,0,casual_legit
0,0,4,277,239.4,False,False,False,False,0,66.4,11,3,0,casual_legit
0,0,3,234,224.9,False,False,False,False,1,37.7,7,1,0,casual_legit
2,2,6,147,183.4,True,False,False,True,2,11.6,8,3,1,careful_human_attacker
1,0,2,0,,False,False,False,True,0,4.4,12,1,0,mobile_legit
0,0,3,228,280.4,False,False,False,True,0,5.5,6,2,0,casual_legit
0,0,6,312,253.4,False,False,False,True,0,10.5,6,4,0,casual_legit
1,0,46,2,35.4,False,True,True,True,1,6.2,0,12,1,scraper_bot
0,0,1,167,231.5,False,False,False,False,0,35.7,9,1,0,casual_legit
0,0,4,168,259.2,True,False,False,False,0,90.0,9,1,0,legit_on_vpn
0,0,3,59,168.7,False,False,False,False,0,7.2,8,6,0,casual_legit
0,0,3,0,251.2,False,False,False,False,0,26.6,5,2,0,mobile_legit
0,0,3,0,379.1,False,False,False,False,0,33.3,4,2,0,mobile_legit
1,0,9,93,211.1,False,False,False,False,0,23.0,15,2,0,legit_password_typo
0,0,6,32,403.7,False,False,False,False,0,38.0,10,2,0,mobile_legit
3,0,30,0,20.9,False,True,False,False,0,0.4,1,2,1,credential_stuffing_bot
0,0,5,171,226.5,False,False,False,False,1,78.6,12,2,0,legit_password_typo
0,0,1,189,214.0,False,False,False,False,0,35.0,17,4,0,casual_legit
0,0,3,1,241.4,False,False,False,False,0,45.8,4,2,0,mobile_legit
0,0,3,5,281.8,False,False,False,False,0,30.9,3,2,0,mobile_legit
0,0,2,188,233.2,True,False,False,True,0,26.7,7,4,0,legit_on_vpn
6,0,18,1,35.3,True,False,False,False,0,0.3,0,1,1,credential_stuffing_bot
0,0,3,160,236.3,False,False,False,False,0,8.5,12,3,0,casual_legit
1,1,14,6,77.1,False,False,False,True,0,7.4,1,3,1,repeat_offender
3,5,0,139,,True,False,False,False,0,18.2,10,4,1,careful_human_attacker
0,0,9,1,48.7,False,True,False,True,1,0.6,0,17,1,scraper_bot
4,2,5,47,189.9,False,False,True,True,0,21.4,11,2,0,careful_human_attacker
0,3,17,6,,True,False,True,False,2,8.4,3,2,1,repeat_offender
4,0,24,1,,True,True,False,False,0,1.2,0,1,1,credential_stuffing_bot
5,1,13,1,15.0,False,True,False,False,1,2.2,1,1,1,credential_stuffing_bot
0,0,2,112,228.9,False,False,False,False,0,45.1,7,2,0,casual_legit
3,3,5,179,230.5,True,False,True,False,2,13.4,5,3,1,careful_human_attacker
2,1,16,6,148.9,False,False,False,False,2,3.4,3,8,1,repeat_offender
0,0,24,0,35.9,True,True,True,False,0,0.6,0,16,1,scraper_bot
0,0,0,72,204.8,False,False,False,True,0,25.3,5,2,0,casual_legit
5,0,8,162,223.6,False,False,False,False,0,15.9,7,5,1,careful_human_attacker
0,0,3,0,305.1,False,False,False,False,0,51.6,8,1,0,mobile_legit
0,0,5,63,194.6,False,False,False,False,0,37.2,10,4,0,legit_on_vpn
5,0,35,0,40.8,True,False,True,True,0,0.8,0,3,1,credential_stuffing_bot
3,2,10,8,,True,False,False,False,2,1.4,0,3,1,repeat_offender
4,1,11,2,55.5,True,True,False,False,0,1.0,0,1,1,credential_stuffing_bot
0,0,4,20,234.5,False,False,False,False,0,31.6,9,3,0,mobile_legit
0,0,30,0,,True,False,True,True,1,1.2,0,18,1,scraper_bot
0,0,5,180,177.7,False,False,False,False,0,28.8,8,4,0,casual_legit
0,0,6,294,279.7,False,False,False,False,0,23.2,10,4,0,casual_legit
1,0,4,71,223.2,False,False,True,False,0,67.0,14,1,0,legit_password_typo
0,0,5,169,190.5,False,False,False,False,0,11.6,11,3,0,casual_legit
3,0,26,0,,True,False,False,False,1,4.7,1,1,1,credential_stuffing_bot
0,0,3,316,225.4,False,False,False,True,0,114.2,6,3,0,casual_legit
0,0,3,9,357.3,False,False,False,False,0,4.2,6,3,0,mobile_legit
0,0,4,6,355.9,False,False,False,False,0,6.8,5,2,0,mobile_legit
0,0,8,167,119.2,False,False,False,False,0,19.2,10,1,0,legit_password_typo
0,0,2,17,394.0,False,False,False,False,0,46.6,5,2,0,mobile_legit
0,0,5,61,247.4,False,False,False,False,0,56.5,12,1,0,casual_legit
1,0,3,152,200.7,False,False,False,False,0,9.3,8,4,0,casual_legit
0,0,5,326,298.4,True,False,False,False,0,18.3,12,1,0,legit_on_vpn
0,0,2,1,29.2,False,False,True,True,1,4.5,0,16,1,scraper_bot
0,0,59,1,45.0,False,True,True,False,1,1.4,1,7,1,scraper_bot
1,0,4,178,282.6,False,False,False,False,0,25.6,9,3,0,casual_legit
0,0,6,211,180.5,False,False,False,False,0,40.6,8,2,0,casual_legit
4,1,31,0,40.5,False,True,False,False,1,0.7,1,1,1,credential_stuffing_bot
4,0,3,145,186.9,False,False,False,True,0,31.0,9,1,0,legit_password_typo
0,0,4,219,262.0,False,False,False,False,0,18.1,7,4,0,casual_legit
6,1,41,0,36.0,True,True,False,True,3,0.4,0,1,1,credential_stuffing_bot
0,0,5,121,163.2,True,False,False,False,0,25.6,6,3,0,legit_on_vpn
1,0,2,142,206.7,False,False,False,False,0,28.5,8,2,0,legit_password_typo
0,0,3,134,198.2,False,False,False,False,0,29.0,9,3,0,casual_legit
2,3,20,8,32.3,False,False,False,True,1,4.3,2,4,1,repeat_offender
0,0,1,231,262.0,False,False,False,False,0,10.8,9,1,0,casual_legit
6,0,13,0,,True,True,True,False,0,1.4,1,1,1,credential_stuffing_bot
3,3,8,158,182.4,False,False,False,False,0,10.1,9,6,1,careful_human_attacker
2,0,26,0,,False,False,False,False,0,0.9,1,2,1,credential_stuffing_bot
1,0,30,1,,True,False,True,False,0,1.8,0,16,1,scraper_bot
4,0,14,93,214.1,False,True,False,False,0,40.5,8,3,0,careful_human_attacker
0,0,3,2,395.1,False,False,False,False,0,75.5,6,4,0,mobile_legit
0,1,3,3,,False,False,False,True,0,13.7,7,3,0,mobile_legit
0,0,3,168,122.2,False,True,True,False,0,30.8,7,2,0,casual_legit
3,1,22,0,24.7,False,True,False,False,1,4.3,0,3,1,credential_stuffing_bot
0,0,3,68,245.5,False,False,False,False,0,45.4,10,2,0,casual_legit
0,2,31,4,100.6,False,True,False,True,2,1.7,2,1,1,repeat_offender
0,0,7,0,,True,True,False,False,0,2.4,2,12,1,scraper_bot
0,0,43,2,46.7,False,True,True,True,1,0.7,0,22,1,scraper_bot
2,0,1,13,77.5,True,False,False,True,0,5.4,1,4,1,repeat_offender
1,0,6,203,157.3,False,False,False,False,0,64.8,12,3,1,legit_password_typo
0,0,3,221,199.1,False,False,False,False,0,54.5,6,1,0,casual_legit
0,0,5,19,,False,False,False,True,0,7.6,6,1,0,mobile_legit
0,0,1,48,245.5,False,False,False,False,0,15.7,6,2,0,mobile_legit
4,0,11,0,,True,False,False,False,0,2.0,0,1,1,credential_stuffing_bot
2,3,9,129,186.8,True,False,False,False,1,25.8,7,4,1,careful_human_attacker
0,0,3,25,248.7,False,False,False,False,0,147.4,8,4,0,casual_legit
1,1,49,0,53.2,False,False,False,False,0,2.4,0,15,1,scraper_bot
1,0,2,89,273.6,False,False,False,False,0,28.8,14,3,0,legit_password_typo
0,0,3,0,344.7,False,False,False,True,0,41.6,6,2,0,mobile_legit
0,0,34,1,,False,True,True,False,0,0.8,0,18,1,scraper_bot
0,0,2,144,232.9,False,False,False,False,0,23.0,6,1,0,casual_legit
0,0,2,198,229.2,False,False,False,False,0,44.9,9,1,0,casual_legit
4,2,44,0,15.0,True,False,False,True,0,5.7,1,1,1,credential_stuffing_bot
7,0,31,1,59.8,False,False,True,True,3,0.6,0,1,1,credential_stuffing_bot
0,0,8,203,161.9,False,False,False,False,0,33.4,11,3,1,legit_password_typo
1,0,5,29,152.3,False,False,False,True,0,11.6,2,6,0,mobile_legit
1,0,32,1,33.8,False,True,True,True,1,1.3,0,12,1,scraper_bot
3,1,12,0,55.4,False,False,False,True,1,1.0,0,1,1,credential_stuffing_bot
0,0,3,170,187.1,False,False,False,False,0,52.1,6,2,0,casual_legit
4,0,26,1,26.3,False,False,True,False,1,1.0,0,1,1,credential_stuffing_bot
0,0,0,0,,False,False,False,False,0,77.4,5,1,0,mobile_legit
0,0,3,248,,False,False,False,False,0,8.2,9,4,0,casual_legit
1,0,26,6,,True,True,False,False,2,5.5,3,1,1,repeat_offender
6,1,4,1,30.1,False,False,True,True,1,1.5,1,3,1,credential_stuffing_bot
3,4,11,195,157.6,False,False,False,True,1,24.0,9,3,1,careful_human_attacker
0,0,2,13,,False,False,False,False,0,13.5,6,1,0,mobile_legit
3,0,6,1,,False,True,False,True,1,1.5,0,2,1,credential_stuffing_bot
1,0,3,121,208.5,False,False,False,True,0,73.6,10,3,0,casual_legit
2,0,8,8,15.0,True,True,False,True,3,9.0,2,2,1,repeat_offender
0,0,4,28,,False,False,False,False,0,22.5,7,1,0,mobile_legit
2,0,4,219,245.4,False,False,False,True,0,74.1,9,2,0,casual_legit
0,0,23,9,144.8,True,True,False,True,2,2.7,3,3,1,repeat_offender
0,0,3,167,183.6,True,False,False,False,0,67.1,7,1,0,legit_on_vpn
1,1,6,142,230.5,False,False,False,True,1,10.8,8,1,1,careful_human_attacker
0,0,1,383,339.2,False,False,False,False,0,18.4,11,4,0,casual_legit
0,0,5,32,208.6,True,False,False,True,0,108.8,4,1,1,mobile_legit
0,1,2,78,188.1,False,False,False,False,0,30.8,8,3,0,casual_legit
1,0,4,28,248.3,False,False,False,False,0,20.7,10,1,0,mobile_legit
0,0,1,209,,False,False,False,True,0,13.6,12,2,0,casual_legit
0,0,3,221,274.8,False,False,False,False,0,9.0,9,1,0,casual_legit
4,2,0,171,241.0,True,False,False,False,0,15.5,5,3,1,careful_human_attacker
0,0,0,233,209.5,False,False,False,False,0,10.9,7,1,0,casual_legit
0,0,4,135,,False,False,False,False,0,65.3,3,4,0,casual_legit
0,0,2,7,326.2,False,True,False,False,1,52.8,7,1,0,mobile_legit
0,0,3,202,271.1,False,False,False,True,0,45.0,10,3,0,casual_legit
0,0,38,0,,True,True,True,False,0,0.8,1,15,1,scraper_bot
1,0,0,170,191.1,True,False,False,False,0,63.6,3,4,0,legit_on_vpn
2,1,21,0,,True,False,False,False,0,0.6,0,1,0,credential_stuffing_bot
0,0,3,145,325.6,False,False,False,False,0,50.4,11,1,1,casual_legit
5,0,22,0,62.8,False,False,False,False,5,3.2,0,1,1,credential_stuffing_bot
1,0,4,142,219.2,False,False,False,False,0,31.3,11,3,0,casual_legit
0,0,5,0,193.8,False,False,False,True,0,25.8,2,2,0,mobile_legit
0,0,5,209,327.6,False,False,False,True,0,86.7,10,1,0,legit_password_typo
1,0,3,109,141.0,False,False,False,True,0,34.1,10,1,0,casual_legit
0,0,2,17,355.3,False,False,False,False,0,8.8,5,1,0,mobile_legit
4,1,32,0,,False,False,False,False,0,0.9,0,2,1,credential_stuffing_bot
4,0,19,1,,False,False,True,True,2,0.6,0,1,1,credential_stuffing_bot
0,0,3,176,144.2,False,False,False,False,0,118.5,11,1,0,casual_legit
2,1,10,6,,False,True,False,True,4,3.6,3,4,1,repeat_offender
4,1,7,153,217.3,False,False,False,True,0,14.8,9,1,1,careful_human_attacker
0,0,1,223,182.9,False,False,False,False,0,30.7,9,3,0,casual_legit
0,0,3,26,212.2,False,False,False,False,0,44.3,5,2,0,mobile_legit
0,0,3,117,,False,False,False,False,0,71.3,5,2,0,legit_on_vpn
7,0,31,2,40.7,False,True,True,False,1,0.7,1,1,1,credential_stuffing_bot
4,1,5,188,220.5,False,False,False,False,1,24.6,6,4,1,careful_human_attacker
4,1,0,166,103.0,False,False,False,True,0,26.1,8,5,1,careful_human_attacker
5,1,9,247,181.7,True,False,False,True,0,44.7,9,2,1,careful_human_attacker
3,0,10,1,,True,False,False,False,0,5.1,0,3,1,credential_stuffing_bot
0,0,41,0,,False,False,False,False,0,2.7,2,12,1,scraper_bot
0,0,2,19,257.4,False,False,False,True,0,14.5,7,3,0,mobile_legit
1,1,45,0,31.0,False,False,False,False,0,1.3,0,1,1,credential_stuffing_bot
7,1,15,1,15.0,True,False,True,False,2,0.2,2,1,1,credential_stuffing_bot
0,0,1,233,196.6,False,False,False,False,0,98.3,12,4,0,casual_legit
2,2,5,114,203.7,False,False,False,False,0,16.7,7,4,0,legit_password_typo
0,0,4,147,250.0,True,False,False,False,0,6.4,6,5,0,legit_on_vpn
0,0,33,1,20.7,True,True,True,False,1,3.7,1,18,1,scraper_bot
2,0,41,0,,True,True,False,False,1,1.2,0,2,1,credential_stuffing_bot
3,3,7,88,226.4,True,False,False,False,0,34.9,8,2,1,careful_human_attacker
2,0,22,1,,False,False,False,False,1,1.6,0,1,1,credential_stuffing_bot
1,0,23,9,,False,False,False,False,6,16.6,4,6,1,repeat_offender
3,3,19,0,,False,False,True,False,1,5.6,0,1,1,credential_stuffing_bot
0,1,4,0,,False,False,False,False,0,20.8,5,1,0,mobile_legit
0,0,20,1,15.0,False,True,False,True,0,3.7,1,12,1,scraper_bot
5,1,8,117,262.6,False,False,False,True,1,39.9,4,4,0,careful_human_attacker
0,2,10,16,68.2,True,False,False,False,2,1.2,1,3,1,repeat_offender
0,0,26,1,15.0,False,False,True,False,0,1.5,1,12,0,scraper_bot
0,0,4,95,209.8,False,False,False,False,0,13.5,7,2,0,casual_legit
1,4,11,196,183.1,True,False,False,False,1,23.5,2,9,1,careful_human_attacker
2,1,8,44,311.8,True,False,False,False,0,12.5,6,7,1,careful_human_attacker
1,0,4,153,237.6,False,False,False,False,0,37.3,10,1,0,casual_legit
0,0,26,0,,False,True,False,True,0,1.4,0,17,1,scraper_bot
1,1,27,8,,True,False,True,False,3,6.8,0,6,1,repeat_offender
4,0,21,1,15.0,True,True,True,False,0,0.4,0,1,1,credential_stuffing_bot
2,1,3,267,,False,False,False,False,0,58.3,7,3,0,legit_password_typo
0,0,38,1,,False,True,True,False,2,6.8,0,10,1,scraper_bot
0,0,5,4,330.1,False,False,False,False,0,13.8,3,3,0,mobile_legit
1,0,1,131,244.3,False,False,False,False,0,39.0,8,4,0,casual_legit
0,0,3,180,282.3,False,False,False,False,0,107.2,8,1,0,casual_legit
1,0,4,8,224.0,False,False,False,False,0,5.5,5,1,0,mobile_legit
0,0,4,21,276.7,False,False,False,True,0,5.1,5,1,0,mobile_legit
1,0,53,0,,False,True,False,False,0,1.2,1,16,1,scraper_bot
6,1,17,0,31.5,False,True,True,True,2,0.8,0,2,1,credential_stuffing_bot
0,0,19,0,,False,True,True,False,0,0.5,0,23,1,scraper_bot
0,0,1,156,170.5,True,False,False,False,0,71.0,15,3,0,legit_on_vpn
2,0,7,116,200.4,False,False,False,False,0,56.3,10,3,0,legit_password_typo
0,0,3,247,240.3,False,False,False,True,0,25.4,13,3,0,casual_legit
1,1,11,133,181.7,False,False,False,False,0,22.4,9,6,0,careful_human_attacker
0,0,4,27,330.8,False,False,False,False,0,14.0,4,3,0,mobile_legit
0,0,5,11,,False,False,False,False,0,10.6,7,2,0,mobile_legit
0,0,2,161,,False,False,False,False,0,20.2,9,3,0,casual_legit
0,0,63,0,,False,False,True,True,1,5.6,0,16,1,scraper_bot
0,0,4,41,197.3,False,False,False,True,0,18.5,8,5,0,casual_legit
0,0,1,4,285.2,False,False,False,False,0,86.0,4,4,0,mobile_legit
0,0,5,27,380.7,False,False,False,False,0,71.6,3,2,0,mobile_legit
4,5,15,171,268.3,True,True,False,False,0,6.7,10,1,1,careful_human_attacker
0,0,2,15,279.6,False,False,False,True,0,39.1,3,1,0,mobile_legit
0,0,1,147,147.5,False,False,False,False,0,18.6,9,1,0,casual_legit
3,1,13,1,26.5,False,True,True,True,1,1.7,1,1,1,credential_stuffing_bot
0,0,2,35,256.8,False,False,False,True,0,8.4,7,5,0,mobile_legit
0,0,4,15,187.3,False,False,True,False,0,19.7,4,1,0,mobile_legit
0,0,2,19,217.8,False,False,False,True,0,15.6,5,2,0,mobile_legit
0,0,2,30,,False,False,True,False,0,8.9,6,3,0,mobile_legit
1,1,12,9,213.8,True,False,False,True,3,2.1,2,7,1,repeat_offender
4,0,13,0,36.5,True,False,True,False,1,1.4,0,2,1,credential_stuffing_bot
0,0,23,1,32.4,False,True,False,True,0,3.0,0,16,1,scraper_bot
0,0,3,0,291.4,False,False,False,False,0,20.5,6,1,0,mobile_legit
0,0,3,286,250.1,False,False,False,True,0,25.4,9,3,0,casual_legit
1,0,3,31,291.2,False,False,False,False,0,39.2,5,2,0,mobile_legit
3,0,0,160,263.3,True,True,False,True,1,4.7,6,2,1,careful_human_attacker
1,0,2,188,181.8,False,False,False,False,0,6.1,7,3,0,casual_legit
4,1,28,5,93.2,False,True,False,False,2,20.2,4,3,1,repeat_offender
0,0,4,196,,False,False,False,False,0,92.2,8,1,0,legit_password_typo
0,0,4,31,,False,False,False,True,0,4.1,5,1,0,mobile_legit
2,0,5,1,16.9,True,False,True,True,1,0.2,1,2,0,credential_stuffing_bot
1,0,7,108,208.5,False,False,False,True,0,13.5,13,3,0,legit_on_vpn
0,0,2,13,261.7,False,False,False,False,0,17.9,3,3,0,mobile_legit
0,0,0,0,299.4,False,False,False,False,0,55.0,8,2,0,mobile_legit
0,0,2,219,189.7,False,False,False,False,0,49.7,10,2,0,casual_legit
0,0,3,217,216.2,False,False,False,False,0,56.5,5,3,0,casual_legit
0,0,3,190,333.9,False,False,False,False,0,32.7,16,2,0,casual_legit
0,0,2,4,349.8,False,False,False,False,0,22.7,7,1,0,mobile_legit
1,0,32,4,,True,False,False,False,1,9.1,0,2,1,repeat_offender
0,0,4,153,224.2,False,False,False,False,0,15.1,11,4,0,casual_legit
2,1,10,189,154.4,False,False,False,False,1,5.8,4,3,1,careful_human_attacker
0,0,3,158,277.4,False,False,False,False,0,47.1,5,2,0,casual_legit
0,0,4,219,106.1,False,False,False,True,0,16.6,13,1,0,casual_legit
0,0,4,29,131.0,False,False,False,False,0,63.1,13,4,0,casual_legit
0,0,1,171,271.1,False,False,False,False,0,59.3,12,3,0,casual_legit
0,0,2,123,221.0,False,False,False,True,0,21.1,10,2,0,casual_legit
1,0,49,0,,False,False,True,False,0,2.7,1,17,1,scraper_bot
2,1,23,2,,False,True,True,True,0,2.1,0,1,1,credential_stuffing_bot
0,0,0,9,316.6,False,False,False,True,0,30.6,5,3,0,mobile_legit
0,1,55,1,,False,True,True,False,1,3.8,0,20,1,scraper_bot
